     4.450      4.061      0.992      0.992      0.119      0.119
     4.460      4.071      0.993      0.993      0.114      0.114
     4.470      4.081      0.994      0.994      0.114      0.114
     4.480      4.091      0.995      0.995      0.119      0.119
     4.490      4.101      0.997      0.997      0.119      0.119
     4.500      4.111      0.998      0.998      0.119      0.119
     4.510      4.121      0.999      0.999      0.114      0.114
     4.520      4.131      1.000      1.000      0.119      0.119
     4.530      4.141      1.001      1.001      0.119      0.119
     4.540      4.151      1.003      1.003      0.119      0.119
     4.550      4.161      1.004      1.004      0.114      0.114
     4.560      4.171      1.005      1.005      0.124      0.124
     4.570      4.181      1.006      1.006      0.114      0.114
     4.580      4.191      1.007      1.007      0.119      0.119
     4.590      4.201      1.009      1.008      0.124      0.124
     4.600      4.211      1.010      1.010      0.114      0.114
     4.610      4.222      1.011      1.011      0.124      0.124
     4.620      4.232      1.012      1.012      0.114      0.114
     4.630      4.242      1.013      1.013      0.124      0.124
     4.640      4.252      1.015      1.014      0.119      0.119
     4.650      4.262      1.016      1.016      0.119      0.119
     4.660      4.272      1.017      1.017      0.119      0.119
     4.670      4.282      1.018      1.018      0.119      0.119
     4.680      4.293      1.019      1.019      0.124      0.124
     4.690      4.303      1.021      1.021      0.119      0.119
     4.700      4.313      1.022      1.022      0.124      0.124
     4.710      4.323      1.023      1.023      0.119      0.119
     4.720      4.333      1.024      1.024      0.119      0.119
     4.730      4.344      1.025      1.025      0.124      0.124
     4.740      4.354      1.027      1.027      0.119      0.119
     4.750      4.364      1.028      1.028      0.124      0.124
     4.760      4.374      1.029      1.029      0.124      0.124
     4.770      4.385      1.030      1.030      0.119      0.119
     4.780      4.395      1.031      1.031      0.119      0.119
     4.790      4.405      1.033      1.033      0.124      0.124
     4.800      4.416      1.034      1.034      0.124      0.124
     4.810      4.426      1.035      1.035      0.124      0.124
     4.820      4.436      1.036      1.036      0.124      0.124
     4.830      4.447      1.038      1.038      0.119      0.119
     4.840      4.457      1.039      1.039      0.124      0.124
     4.850      4.468      1.040      1.040      0.124      0.124
     4.860      4.478      1.041      1.041      0.124      0.124
     4.870      4.488      1.043      1.042      0.119      0.119
     4.880      4.499      1.044      1.044      0.129      0.129
     4.890      4.509      1.045      1.045      0.124      0.124
     4.900      4.520      1.046      1.046      0.124      0.124
     4.910      4.530      1.047      1.047      0.119      0.119
     4.920      4.541      1.049      1.049      0.129      0.129
     4.930      4.551      1.050      1.050      0.124      0.124
     4.940      4.562      1.051      1.051      0.124      0.124
     4.950      4.572      1.052      1.052      0.124      0.124
     4.960      4.583      1.054      1.054      0.129      0.129
     4.970      4.593      1.055      1.055      0.124      0.124
     4.980      4.604      1.056      1.056      0.124      0.124
     4.990      4.614      1.057      1.057      0.124      0.124
     5.000      4.625      1.059      1.059      0.129      0.129
     5.010      4.635      1.060      1.060      0.124      0.124
     5.020      4.646      1.061      1.061      0.124      0.124
     5.030      4.657      1.062      1.062      0.129      0.129
     5.040      4.667      1.064      1.064      0.124      0.124
     5.050      4.678      1.065      1.065      0.129      0.129
     5.060      4.689      1.066      1.066      0.124      0.124
     5.070      4.699      1.067      1.067      0.129      0.129
     5.080      4.710      1.069      1.069      0.129      0.129
     5.090      4.721      1.070      1.070      0.124      0.124
     5.100      4.731      1.071      1.071      0.129      0.129
     5.110      4.742      1.073      1.073      0.124      0.124
     5.120      4.753      1.074      1.074      0.129      0.129
     5.130      4.763      1.075      1.075      0.129      0.129
     5.140      4.774      1.076      1.076      0.129      0.129
     5.150      4.785      1.078      1.078      0.129      0.129
     5.160      4.796      1.079      1.079      0.124      0.124
     5.170      4.807      1.080      1.080      0.129      0.129
     5.180      4.817      1.082      1.081      0.134      0.134
